Subcategory,Name,Address1,Address2,City,State,Zip,Email,Phone,FAX,OccupancyType,OccupancyNotes,MapPage,FireAlarmPanelLoc,MasterKeyLoc,BuildingHeight,NumberOfFloors,BasementPresent,Width,Length,SquareFeet,GasLPGShutoffLoc,ElectricalPanelLoc,FDConnections,SprinklerRoomLoc,OtherLocInfo,WaterSupplyInfo,ExposureInfo,HazMat,BuildingAccess,AccessProblems,VentilationProblems,TimeNormallyOccupied,PrePlanNotes,UserOccupancyID,LicenseNumber,NumberOfUnits,OccupancyLoad,UBCode,NFPACode,IBCode,AssessorParcelNumber,NumberMilepost,StreetPrefixDirection,StreetOrHighwayName,StreetType,StreetSuffix,AptOrSuite,ISOID,Latitude,CriticalInfrastructure,BuildingNumber,YearBuilt,Longitude,NFIRSPropertyUse,AssessedValue,NationalGrid,UtilityBillingNumber,RoofTypeId,RoofMaterialId,RoofConstructionId,ConstructionTypeId,StationID,DispatchID,Population DensityID
A1 Theaters / Performing Arts,"Pizza Hut of American, LLC #316474",3311 N Sterling AVE,,Peoria,IL,61604,,,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3311,N,Sterling,AVE,,,,40.7270753,,,,-89.6332231,,0,,,,,,,,,
A2 Food and Drink,Pizza Ranch,4114 N Brandywine DR,,Peoria,IL,61614,,839-1420,,A-2 Restaurants,,1103,,,,1,0,0,0,2500,,,,,,,,,,,,,,19968,,,,,,,,4114,N,Brandywine,DR,,,,40.7385082,,,,-89.622065,160,0,16T BL 7859 1303,,,,,Wood Frame Class V,13,,
A2 Food and Drink (Liquor Lic.),Po-Boy's on Frostwood,6736 N Frostwood PKY,,Peoria,IL,61615,,,,A-2 Restaurants,,1909,,On pillar of building,35,2,0,0,0,2000,,,,,,,,,,,,,,2604,,,90,,,,,6736,N,Frostwood,PKY,,,,40.769869,,,,-89.6607534,161,0,16T BL 7543 1661,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Ordinary (Joisted Masonry) Class III,19,,
A2 Food and Drink,Popeye's Chicken,4910 N Renwood AVE,,Peoria,IL,61614,,,,A-2 Restaurants,,1303,,,,,,,,,,,,,,,,,,,,,,485521,,,,,,,,4910,N,Renwood,AVE,,,,40.7477474,,,2017,-89.6292701,161,0,16T BL 7799 1405,,,,,Wood Frame Class V,13,,
A2 Food and Drink,Popeyes Chicken,1800 N Knoxville AVE,,Peoria,IL,61603,,,,A-2 Restaurants,,,,,,1,,,,2800,,,,,,,,,,,,,,2266,,,,,,,,1800,N,Knoxville,AVE,,,,40.7083293,,,,-89.5929305,161,0,,,,,,Ordinary (Joisted Masonry) Class III,1,,
A2 Food and Drink (Liquor Lic.),Portillo's,4412 N Rockwood DR,,Peoria,IL,61615,,,,A-2 Restaurants,,,,,,,,0,0,8991,,,,,,,,,,,,,,485641,,,313,,,,,4412,N,Rockwood,DR,,,,40.7414425,,,2018,-89.6329412,161,0,,,,,,Ordinary (Joisted Masonry) Class III,,,
A2 Food and Drink,Potbelly Sandwich Shop,10408 N Centerway DR #A,,Peoria,IL,61615,shop535@potbellyshops.com,309-240-8332,,A-2 Restaurants,,2014,,,,1,,0,0,1800,,,,,,,,,,,,,"Sprinkler room code is (push) 2 & 4 at same time, release, then push 3.",49278 - 1,,,66,,,,,10408,N,Centerway,DR,,A,,40.8153348,,,2016,-89.6144609,161,0,16T BL 7949 2154,,,,,Non-Combustible (All Metal) Class II,20,,
A2 Food and Drink,Potbelly Sandwich Shop,10408 N Center Way DR,,Peoria,IL,61615,shop535@potbellyshops.com,309-240-8332,,A-2 Restaurants,,2014,,,12,1,0,30,70,2100,,,,,,,,Cleaning Supplies 10 gal,,,,,,50579,,,,,,,,10408,N,Center Way,DR,,,,40.8153348,,,,-89.6144609,519,0,16T BL 7949 2154,,,,,Ordinary (Joisted Masonry) Class III,20,,
A4 Indoor Sporting Events,Proctor Recreation Center,309 S Dusable,,Peoria,IL,61605,,,,A-4 Swimming Pools,,,,,,2,,,,97200,,,,,,,,,,,,,,46073,,1,10,,,,,309,S,Dusable,,,,,40.6854392,,,1913,-89.6161957,120,0,16T BL 7892 0713,,,,,Ordinary (Joisted Masonry) Class III,4,,
A2 Food and Drink (Liquor Lic.),PV II,8305 N Allen RD #Suite 2,,Peoria,IL,61615,,,,A-2 Restaurants,"Lunch 1100-1400Dinner 1700-",2005,,,,1,,,,1800,,,,,,,,,,,,,,485504 - 1,,,,,,,,8305,N,Allen,RD,,Suite 2,,40.7886889,,,,-89.632082,161,0,16T BL 7792 1863,,,,,Ordinary (Joisted Masonry) Class III,20,,
A2 Food and Drink (Liquor Lic.),Qdoba Mexican Grill,1216 W Glen AVE,,Peoria,IL,61614,,,,A-2 Restaurants,,1110,,,,1,0,0,0,2225,,,,,,,,,,,,,,23567,,,,,,,,1216,W,Glen,AVE,,,,40.7467212,,,,-89.611467,161,0,16T BL 7952 1392,,,,,Ordinary (Joisted Masonry) Class III,11,,
A2 Food and Drink (Liquor Lic.),Red Barn,621 W Glen AVE,,Peoria,IL,61614,,,,A-2 taverns and Bars,,,na,,30,1,1,0,0,1200,,,,,,,,,,,,day and evening,,8956,,,70,,,,,621,W,Glen,AVE,,,,40.7470854,,,,-89.6022634,162,0,16T BL 8030 1394,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Ordinary (Joisted Masonry) Class III,11,,
A2 Food and Drink,Red Lobster,4625 N Sterling AVE,,Peoria,IL,61604,,309.686.7716,,A-2 Restaurants,,,Annuciator at front door; panel in Mgr office,Front door,16,1,no,55,125,8300,c side,,,,,,,,,,,0800-2300,,6779,,,,,,,,4625,N,Sterling,AVE,,,,40.744418,,,,-89.6322004,161,0,16T BL 7776 1371,,Mansard - two sloping planes of different pitch on each of four sides,"Class B - Fire-resistant, able to withstand moderate exposure",Rafter/Joist Construction,Wood Frame Class V,13,,
A3 Worship and Recreation,Redeemer Luthern Church,6801 N Allen RD,,Peoria,IL,61615,,3096912333,,A-3 Churches,,1618,Off the gym,Knox box main door,,0,,0,0,87000,Rear,Main Electrical (A side),,Second entrance lobby,,,,,,,Hvac C side,,,1466,,0,400,,,,,6801,N,Allen,RD,,,,40.7699884,,,,-89.6329998,131,0,,,Gable - two sloping planes of the same pitch on each side,Composite (Asphalt) Shingle,Rafter/Joist Construction,Ordinary (Joisted Masonry) Class III,16,,
A1 Theaters / Performing Arts,Relics,1219 W Glen AVE,,Peoria,IL,61614,,309-681-9588,,B- Business,,,,,,1,,20,40,0,C- side,,,,,,,,,,,,,44709,,,,,,,,1219,W,Glen,AVE,,,,40.7472626,Agriculture/Food,,,-89.6117028,580,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
A3 Worship and Recreation,Ressurrection Cemetery,7519 N Allen RD,,Peoria,IL,61615,,309-691-5889,,A-3,,1621,,,,0,,,,0,,,,,,,,,,,,,,14855,,0,7,,,,,7519,N,Allen,RD,,,,40.7833151,,,,-89.6311727,130,0,,,,,,Ordinary (Joisted Masonry) Class III,15,,
A2 Food and Drink (Liquor Lic.),Rhythm Kitchen,305 SW Water ST #A,,Peoria,IL,61603,,309-676-9668,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,45391 - 1,,,,,,,,305,SW,Water,ST,,A,,40.6883159,,,,-89.5906687,161,0,16T BL 8108 0738,,,,,Heavy Timber Class IV,1,,
A2 Food and Drink (Liquor Lic.),Richard's On Main,311 Main ST,,Peoria,IL,61602,,,,A-2 taverns and Bars,,,,,,0,1,0,0,6000,,,,,,,,,,,,,,44823,,,,,,,,311,,Main,ST,,,,40.6920368,,,,-89.5901963,162,0,16T BL 81130779,,,,,Ordinary (Joisted Masonry) Class III,1,,
A3 Worship and Recreation,River City Athletic Club,8603 N University ST,,Peoria,IL,61615,doconnell@clubsatrivercity.com,309-693-5700,,A-3 Gymnasiums,,1509,,,20,1,0,200,240,48000,,,,,,,,cleaning supplies 9 gal,,,,,,1781,,,,,,,,8603,N,University,ST,,,,40.792073,,,,-89.6235616,559,0,16T BL 7865 1898,,,,,Ordinary (Joisted Masonry) Class III,15,,
A4 Indoor Sporting Events,River City North,1527 W Altorfer DR,,Peoria,IL,61615,doconnel@clubsatrivercity.com,309-693-5720,,A-3 Indoor Tennis Courts,,1508,,,20,1,0,120,204,24480,,,,,,,,cleaning supplies  3 gal No Hazmat,,,,,,50589,,,,,,,,1527,W,Altorfer,DR,,,,40.786433,,,,-89.61696,141,0,16T BL 7918 1834,,,,,Non-Combustible (All Metal) Class II,15,,
A4 Indoor Sporting Events,River City South,1700 W Altorfer DR,,Peoria,IL,61614,doconnel@clubsatrivercity.com,309-693-5710,,A-3 Indoor Tennis Courts,,1508,,,,,0,0,0,43480,,,,,,,,Cleaning supplies 3 gal,,,,,2 buildings 120x300 and 70x32x2,8800,,,,,,,,1700,W,Altorfer,DR,,,,40.7852381,,,,-89.6189278,141,0,16T BL 7901 1821,,,,,Non-Combustible (Masonry) Class I,15,,
A3 Worship and Recreation,Riverside Community Church,207 NE Monroe ST,,Peoria,IL,61603,,676-7700,,A-3 Churches,,105,,,,2,,,,250002,,,,,,,,,,,,,,12590,,,,,,,,207,NE,Monroe,ST,,,,40.6962486,National Monuments & Icons,,,-89.5910234,130,0,16T BL 8109 0825,,,,,Ordinary (Joisted Masonry) Class III,1,,
A2 Food and Drink (Liquor Lic.),Rizzi's,4613 N Sheridan RD,,Peoria,IL,61614,,,,A-2 Restaurants,,,,,,1,,,,3500,,,,,,,,,,,,,,21150,,,69,,,,,4613,N,Sheridan,RD,,,,40.7437279,,,,-89.6038944,161,0,16T BL 8015 1357,,,,,Non-Combustible (All Metal) Class II,11,,
A2 Food and Drink (Liquor Lic.),Ross Roadhouse,3201 NE Adams ST,,Peoria,IL,61603,,,,A-2 taverns and Bars,,,,,,2,0,0,0,3000,,,,,,,,,,,,,,13793,,,,,,,,3201,NE,Adams,ST,,,,40.7176496,,,,-89.5591802,162,0,16T BL 8384 1056,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Ordinary (Joisted Masonry) Class III,12,,
A3 Worship and Recreation,Round 1,2200 W War Memorial DR,,Peoria,IL,61613,,,,A-3 Amusement Arcades,,1306,,,,,,0,0,130000,,,,,,,,,,,,,,49267 - 7,,,1420,,,,,2200,W,War Memorial,DR,,,,40.7408508,,,1973,-89.6293945,113,0,16T BL 7806 1334,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
A2 Food and Drink (Liquor Lic.),Ruchi,7815 N Knoxville AVE #12,,Peoria,IL,61615,,,,A-2 Restaurants,,1513,,,,1,,,,2800,,,,,,,,,,,,,,46442,,,165,,,,,7815,N,Knoxville,AVE,,12,,40.7824094,,,,-89.60425,161,0,16T BL 8024 1786,,,,,Ordinary (Joisted Masonry) Class III,15,,
A2 Food and Drink,Rumburger,8807 N knoxville AVE,,Peoria,IL,61515,,309 839-1594,,A-2 Restaurants,,,,,15,1,0,0,0,440,on the &#34;C&#34; side,in kitchen area,,,,,stores on both sides,,Front and rear of building,,,Day,,49265,,,30,,,,,8807,N,knoxville,AVE,,,,40.7935695,,,,-89.6082675,161,0,16T BL 7994 1911,,"Flat - Contains no slope, may or may not have eaves",Metal,Rafter/Joist Construction,Non-Combustible (All Metal) Class II,15,,
A2 Food and Drink (Liquor Lic.),Rumburgers,3127 N Prospect RD,,Peoria,IL,61603,,309 685-9464,,A-2 Restaurants,,,,,,1,0,0,0,2500,,,,,,,,,,,,,,47333,,,,,,,,3127,N,Prospect,RD,,,,40.7257695,,,,-89.5747411,161,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,"Steel, Open Web",Ordinary (Joisted Masonry) Class III,10,,Suburban
A2 Food and Drink (Liquor Lic.),Saddle Up,116 SW Jefferson AVE,,Peoria,IL,61605,,,,A-2 taverns and Bars,,,,Front door in alley area,,1,0,0,0,7000,,,,,,,,,,,,,,45337,,,382,,,,,116,SW,Jefferson,AVE,,,,40.692098,,,,-89.590705,162,0,16T BL 8109 0780,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,Rafter/Joist Construction,Ordinary (Joisted Masonry) Class III,1,,
A3 Worship and Recreation,Salem Lutheran Church,1700 W War Memorial DR,,Peoria,IL,61604,,,,A-3 Churches,,,,,,,,,,,,,,,,,,,,,,,,33692,,,,,,,,1700,W,War Memorial,DR,,,,40.7344084,,,,-89.6198724,,0,,,,,,,,,
A4 Indoor Sporting Events,Salvation Army-The Citadel,2903 W Nebraska AVE,,Peoria,IL,61604,,,,A-3 Community Halls,,,,,,,,,,,,,,,,,,,,,,,,10594,,,,,,,,2903,W,Nebraska,AVE,,,,40.7115717,,,,-89.6390656,,0,,,,,,,,,
A2 Food and Drink,Savor,201 SW Jefferson AVE,,Peoria,IL,61602,,309-680-2352,,A-1,,,,,,,,,,,,,,,,,,,,,,,,13681 - 5,,,,,,,,201,SW,Jefferson,AVE,,,,40.6924464,,,,-89.5940866,123,0,16T BL 8081 0785,,,,,Ordinary (Joisted Masonry) Class III,1,,
A1 Theaters / Performing Arts,Sherman's,1215 W Glen AVE,,Peoria,IL,61614,,309-691-4100,,M- Department Stores,,,,,,2,1,85,320,54400,,,,,,,,,,,,,,15779,,,,,,,,1215,W,Glen,AVE,,,,40.7476329,,,,-89.6110801,580,0,,,,,,Ordinary (Joisted Masonry) Class III,16,,
A2 Food and Drink (Liquor Lic.),Smo-King Pit,2200 W War Memorial DR,,Peoria,IL,61613,,,,A-2 Restaurants,,1306,,,,0,,,,1470,,,,,,,,,,,,,,49267 - 13,,,,,,,,2200,W,War Memorial,DR,,,,40.7408508,,,1973,-89.6293945,,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,
A2 Food and Drink,Smoking Notes,3311 N Sterling AVE #20,,Peoria,IL,61604,,,,A-2 Restaurants,,,,,25,1,0,0,0,2500,,,,,,,,,,,,,,50576,,,,,,,,3311,N,Sterling,AVE,,20,,40.7278513,,,,-89.6338171,161,0,16T BL 7757 1188,,Gambrel - two sloping planes of different pitch on both sides,Fiberglass Shingles,Rafter/Joist Construction,Ordinary (Joisted Masonry) Class III,13,,
A2 Food and Drink,Smoky Burgers and Frites,1200 W Main ST #11,,Peoria,IL,61606,,863.2939,,A-2 Restaurants,,316,,,,,,,,,,,,,,,,,,,,,,49280 - 4,,,98,,,,,1200,W,Main,ST,,11,,40.6989791,,,1992,-89.6116953,161,0,16T BL 7930 0861,,,,,Non-Combustible (All Metal) Class II,3,,
A2 Food and Drink,Smoothie King,5117 W Holiday DR,,Peoria,IL,61615,,309 648-7603,,A-2 Restaurants,,,,,,1,,,,600,,,,,,,,,,,,,,38260,,,4,,,,,5117,W,Holiday,DR,,,,40.7750176,Agriculture/Food,,,-89.6737378,160,0,,,,,,Fire Resistive Class I,,,
A2 Food and Drink,Smoothie King,4203 N Sheridan RD #A1-1,,Peoria,IL,61614,,,,A-2 Restaurants,,,,knox box,15,1,,30,60,1800,,rear utility room,,,,"red top city hydrant 200 feet south
private hydrant 100 feet north",,,,,,,,47187,,1,,,,,,4203,N,Sheridan,RD,,A1-1,,40.7386117,,,,-89.6035556,161,0,16T BL 8016 1301,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,Beam - Steel,Ordinary (Joisted Masonry) Class III,10,,
A2 Food and Drink (Liquor Lic.),Sonny's ,7327 N Galena RD,,Peoria,IL,61614,,,,A-2 Restaurants,,1216,,,,1,,,,4500,,,,,,,,,,,,,,14860,,,200,,,,,7327,N,Galena,RD,,,,40.7760184,,,,-89.5765942,161,0,16T BL 8255 1711,,,,,Wood Frame Class V,12,,
A2 Food and Drink (Liquor Lic.),Sparky's Bar & Grille,1914 N Wisconsin AVE,,Peoria,IL,61603,,,,A-2 taverns and Bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914,N,Wisconsin,AVE,,,,40.7109071,,,,-89.5843282,,0,,,,,,,,,
A2 Food and Drink (Liquor Lic.),Sparky's Ringside Bar and Grill,1916 N Wisconsin AVE,,Peoria,IL,61603,,,,A-2 taverns and Bars,,1013,,,,1,0,0,0,2400,,,,,,,,,,,,,,26514,,,95,,,,,1916,N,Wisconsin,AVE,,,,40.7109776,,,,-89.5840524,162,0,16T BL 8172 0988,,,,,Wood Frame Class V,10,,
A2 Food and Drink,Spotted Cow,718 W Glen AVE,,Peoria,IL,61614,,,,A-2 Restaurants,,,,,,1,,,,1600,,,,,,,,,,,,,,23557,,,,,,,,718,W,Glen,AVE,,,,40.7462447,,,,-89.6043589,161,0,,,,,,Ordinary (Joisted Masonry) Class III,11,,
A1 Theaters / Performing Arts,St Ann's Catholic Church,2105 W Ann ST,,Peoria,IL,61605,,,,A-3 Churches,,,,,40,2,1,60,40,4800,,,,,,,,,,,,,,46064,,1,100,,,,,2105,W,Ann,ST,,,,40.6797376,,,1894,-89.6264389,131,0,16T BL 7803 0653,,,,,Non-Combustible (Masonry) Class I,4,,
A3 Worship and Recreation,St Paul Baptist church,114 W Forrest Hill AVE,,Peoria,IL,61604,,,1009,A-3 Churches,,,South entrance,South entrance knox box,,2,1,0,0,77000,,"South west corner,  outside entrance",,,,,,,,,,Daytime,Emergency shut off for the boiler is outside the door of the boiler room.,382,,,,,,,,114,W,Forrest Hill,AVE,,,,40.7242878,,,,-89.5948243,131,0,16T  BL  8085  1139,,,,,Ordinary (Joisted Masonry) Class III,10,,
A3 Worship and Recreation,St Paul Luther Church,1427 W Lake AVE,,Peoria,IL,61614,,309-682-2931,,A-3 Churches,,,,,,,,,,,,,,,,,,,,,,,,8875,,,,,,,,1427,W,Lake,AVE,,,,40.740161,,,,-89.615904,131,0,,,,,,,11,,
A3 Worship and Recreation,St Paul's Episcopal Church,3601 N North ST,,Peoria,IL,61604,,309-688-3436,,A-3 Churches,,,Copy room. Go in front door and go left down hallway. 1st door on left.,Front door,,1,Yes,0,0,32000,2 of them. 1 on B side and 1 on C side.,In basement in BC corner.,,,,,,,,,,,,1523,,,900,,,,,3601,N,North,ST,,,,40.7313169,,,1959,-89.5997906,131,0,16T  BL  8045  1216,,,,,Ordinary (Joisted Masonry) Class III,11,,
A3 Worship and Recreation,St Philomena Church,1000 W Albany AVE,,Peoria,IL,61614,,309-682-8642,,A-3 Churches,,1114,NA,At Parish Center,,1,No,0,0,12600,,,,,,,,,,,,Church Hours,,50561,,,,,,,,1000,W,Albany,AVE,,,,40.7280497,,,1953,-89.6068614,131,0,,,Gable - two sloping planes of the same pitch on each side,Composite (Asphalt) Shingle,,Ordinary (Joisted Masonry) Class III,11,,
A3 Worship and Recreation,St. Marks Parish,1113 W Bradley AVE,,Peoria,IL,61606,,,,A-3 Churches,,,A side of structure,A side of structure,50,2,yes,60,100,12000,B side of structure,"Basement
access only through outside doors on C side of structure",,,Church has a basement that is only accessible through exterior doors on &#34;C&#34; side of structure,,,,,,,5-Aug,,,,,300,,,,,1113,W,Bradley,AVE,,,,40.696782,,,,-89.611429,130,0,16T BL 7936 0837,,,Composite (Asphalt) Shingle,,Ordinary (Joisted Masonry) Class III,3,,Urban
A3 Worship and Recreation,St. Philomena Church Parish Center Addition,1000 W Albany AVE,,Peoria,IL,61614,,,,A-3 Community Halls,,,,,,,,,,,,,,,,,,,,,,,,50558,,,,,,,,1000,W,Albany,AVE,,,,40.7280497,,Parish Center,2017,-89.6068614,131,0,,,,,,Non-Combustible (All Metal) Class II,,,
A3 Worship and Recreation,Star of Hope Baptist Church,417 W Romeo B Garrett AVE,,Peoria,IL,61605,,,,A-3 Churches,,,,,,,,,,,,,,,,,,,,,,,,22119,,,,,,,,417,W,Romeo B Garrett,AVE,,,,40.6937113,,,,-89.5992458,,0,,,,,,,,,
A2 Food and Drink,Starbuck's,1200 W Main ST #23,,Peoria,IL,61606,,309-672-0674,,A-2 Restaurants,,316,,,,1,No,0,0,1650,,,,,,,,,,,,,,49280 - 5,,,59,,,,,1200,W,Main,ST,,23,,40.6989781,,,1992,-89.6116926,161,0,16T BL 7925 0867,,,,,Non-Combustible (All Metal) Class II,3,,Suburban
A2 Food and Drink,Steak and Shake,7515 N Grand Prairie DR,,Peoria,IL,61615,,309-693-7529,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,485557,,,,,,,,7515,N,Grand Prairie,DR,,,,40.7797379,,,,-89.6763159,161,0,16T  BL  7415  1775,,,,,Wood Frame Class V,19,,
A2 Food and Drink,Steak and Shake,7715 N University ST,,Peoria,IL,61614,,309-692-5577,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,485556,,,,,,,,7715,N,University,ST,,,,40.7815351,,,,-89.6221085,161,0,16T  BL  7873  1781,,,,,Wood Frame Class V,15,,
A2 Food and Drink,Steak and Shake,3229 N University ST,,Peoria,IL,61614,,309-682-8723,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,485555,,,,,,,,3229,N,University,ST,,,,40.7273644,,,,-89.6132357,161,0,16T  BL  7930  1177,,,,,Wood Frame Class V,11,,
A2 Food and Drink,"Steak N Shake, #206",5036 N Big Hollow RD,,Peoria,IL,61614,,309-691-0914,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,485558,,,,,,,,5036,N,Big Hollow,RD,,,,40.749625,,,,-89.633806,161,0,16T  BL  7764  1430,,,,,Wood Frame Class V,13,,
A2 Food and Drink,Sterling Family Restaurant,4513 N Sterling AVE,,Peoria,IL,61615,,686.4513,,A-2 Restaurants,,,None,None,,1,0,60,75,4500,Exterior of Side B,"Side C, Middle room accessed from Exterior.",None,None,"Water Shutoff:  Side C, middle room accessed from exterior",,,Carbon dioxide tank in room off of kitchen.,,,,,,8628,,,110,,,,,4513,N,Sterling,AVE,,,,40.7427857,,,,-89.632263,161,0,16T BL 7775 1353,,"Flat - Contains no slope, may or may not have eaves",,,Ordinary (Joisted Masonry) Class III,13,,
A2 Food and Drink (Liquor Lic.),Sugar Wood-Fired Bristo & Gourmet Traeats,826 SW Adams ST,,Peoria,IL,61605,,,,A-2 Restaurants,,202,,,,2,,,,1300,,,,,,,,,,,,,,20860,,,,,,,,826,SW,Adams,ST,,,,40.6855837,,,,-89.5990608,161,0,16T BL 8036 0710,,,,,Ordinary (Joisted Masonry) Class III,8,,
A3 Worship and Recreation,Sure Foundation Church,3405 N Wisconsin AVE,,Peoria,IL,61603,,,,A-3 Churches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405,N,Wisconsin,AVE,,,,40.728663,,,,-89.584419,,0,,,,,,,,,
A2 Food and Drink,SushiGawa,2601 W Lake AVE #B3,,Peoria,IL,61614,,679.93,,A-2 Restaurants,,1305,,,,,,,,,,,,,,,,,,,,,,45287 - 4,,,,,,,,2601,W,Lake,AVE,,B3,,40.7406743,,,,-89.6344525,161,0,16T BL 7756 1319,,,,,Non-Combustible (All Metal) Class II,13,,
A2 Food and Drink,Sweet Ce Ce's,5901 N Prospect RD ##15,,Peoria,IL,61614,yoder.carla@gmail.com,309-692-4212,,A-2,,1645,,,12,1,0,40,60,2400,,,,,,,,cleaning supplies 5 gal,,,,,,50591 - 3,,,,,,,,5901,N,Prospect,RD,,#15,,40.7585082,,,,-89.5918501,549,0,16T BL 8114 1518,,,,,Wood Frame Class V,16,,
A2 Food and Drink (Liquor Lic.),Table 19,501 Main ST,,Peoria,IL,61602,,309-637-6500,,A-2 taverns and Bars,,,,,,1,No,0,0,2500,,,,,,,,,,,,,,380 - 1,,,,,,,,501,,Main,ST,,,,40.6938938,,,,-89.5922747,,0,16T  BL  8099  0800,,,,,Ordinary (Joisted Masonry) Class III,1,,
A2 Food and Drink,Taco Bell,1811 N Knoxville AVE,,Peoria,IL,61603,,,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,485646,,,,,,,,1811,N,Knoxville,AVE,,,,40.7090677,,,,-89.5945018,161,0,16T  BL  7762  0983,,,,,Ordinary (Joisted Masonry) Class III,1,,
A2 Food and Drink,Taco Bell,3101 N Sterling AVE,,Peoria,IL,61604,,,,A-2 Restaurants,,,,,,1,,,,5000,,,,,,,,,,,,,,5466,,,,,,,,3101,N,Sterling,AVE,,,,40.7258547,,,,-89.6324597,161,0,16T BL 7768 1165,,,,,Ordinary (Joisted Masonry) Class III,13,,
A2 Food and Drink,TACO BELL,8711 N Knoxville AVE,,Peoria,IL,61615,,(309) 691-6686,,A-2 Restaurants,,1516,,,15,1,No,30,100,3000,,,,,,,,,,,,,,108080,,,,,,,,8711,N,Knoxville,AVE,,,,40.7933353,,,,-89.6060984,160,0,16T  BL  8012  1908,,,,,Ordinary (Joisted Masonry) Class III,15,,
A2 Food and Drink (Liquor Lic.),Tannins & Hops,619 SW Water ST #A,,Peoria,IL,61603,Bryan@Tanninsandhops.com,966.2165,,A-2 taverns and Bars,,205,,,50,4,yes,100,175,70000,,,,,,,,,,,,,,45357 - 1,,,195,,,,,619,SW,Water,ST,,A,,40.6857255,,,,-89.5947892,162,0,16T BL 8073 0710,,,,,Heavy Timber Class IV,8,,
A2 Food and Drink (Liquor Lic.),Tavern on Prospect,5901 N Prospect RD #10,,Peoria,IL,61614,,309 693-8677,,A-2 taverns and Bars,,1645,,,,1,0,0,0,1400,,,,,,,,,,,,,,46423,,,46,,,,,5901,N,Prospect,RD,,10,,40.7585082,,,,-89.5918501,162,0,16T BL 8128 1503,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Wood Frame Class V,16,,
A2 Food and Drink (Liquor Lic.),TEJ's Sports Connection,3219 NE Adams ST,,Peoria,IL,61603,,,,A-2 taverns and Bars,,1206,,,30,2,1,0,0,3000,,,,,,,,,,,,Day evening,,14472,,,75,,,,,3219,NE,Adams,ST,,,,40.718189,,,,-89.558936,162,0,16T BL 8386 1062,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Ordinary (Joisted Masonry) Class III,12,,
A2 Food and Drink (Liquor Lic.),TGI Fridays,5315 W Landens WAY,,Peoria,IL,61615,,,,A-2 Restaurants,,,,,25,1,0,0,0,7500,A side,,&#34;B&#34; side FDC,&#34;C&#34;side behind block wall,,Private hydrants,,,,,,,,38509,,,150,,,,,5315,W,Landens,WAY,,,,40.7748554,,,,-89.6768145,161,0,16T BL 7410 1731,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,"Steel, Open Web",Non-Combustible (All Metal) Class II,19,,
A1 Theaters / Performing Arts,THE BACK STORE,4918 N SHERIDAN,,Peoria,IL,61614,BACKSTORE@ATT.NET,3096918500,,B- Business,,,back room,,,1,yes,0,0,0,,back room,,,,,,,,,,business hours,,,,,,,,,,4918,N,SHERIDAN,,,,,40.7474563,,,,-89.6026197,580,0,,,"Flat - Contains no slope, may or may not have eaves",,Rafter/Joist Construction,,,,
A2 Food and Drink (Liquor Lic.),The Fieldhouse,1200 W Main ST #24,,Peoria,IL,61606,,,,A-2 Restaurants,,316,,,,1,0,0,0,3500,,,,,,,,,,,,Day evening,,49280 - 3,,,,,,,,1200,W,Main,ST,,24,,40.6989791,,,1992,-89.6116953,161,0,16T BL 7934 0862,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,"Steel, Open Web",Non-Combustible (All Metal) Class II,3,,
A2 Food and Drink (Liquor Lic.),The Hangover,629 E Lake AVE,,Peoria,IL,61614,,309 681-1244,,A-2 taverns and Bars,,1006,,,25,2,0,0,0,1500,,,,,,,,,,,,Day evening,,14144,,,49,,,,,629,E,Lake,AVE,,,,40.7395489,,,,-89.584204,162,0,16T BL 8180 1305,,Gambrel - two sloping planes of different pitch on both sides,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,10,,
